28, 5, 26, 5
12, 4, 30, 21
11, 2, 5, 38
12, 9, 3, 36
18, 5, 4, 46
8, 3, 6, 50
7, 8, 4, 43
12, 3, 5, 40
4, 9, 6, 26
11, 9, 5, 30
12, 4, 5, 42
11, 8, 4, 38
12, 3, 5, 59
24, 7, 5, 58
12, 4, 4, 46
17, 3, 5, 24
33, 4, 5, 36
11, 8, 5, 32
25, 9, 4, 39
11, 8, 4, 40
25, 3, 5, 32
14, 2, 5, 38
17, 9, 5, 37
11, 8, 4, 36
12, 3, 5, 62
